"","WaterBody","DateTime","yyyy","mm","dd","doy","hh","Temp","Salinity","CO2","DO","pH"
"5870","CB",2015-12-26 05:00:00,2015,12,26,360,0,7.4982,28.6687836600598,NA,NA,7.9689
"5871","CB",2015-12-26 06:00:00,2015,12,26,360,1,7.4777,28.7576279955264,NA,NA,7.9651
"5872","CB",2015-12-26 07:00:00,2015,12,26,360,2,7.53325,28.8799941774218,NA,NA,7.95605
"5873","CB",2015-12-26 08:00:00,2015,12,26,360,3,7.6476,29.2239420464551,NA,NA,7.96065
"5874","CB",2015-12-26 09:00:00,2015,12,26,360,4,7.67865,29.8873149151016,NA,NA,7.96945
"5875","CB",2015-12-26 10:00:00,2015,12,26,360,5,7.7173,29.9652685147991,NA,NA,7.9612
"5876","CB",2015-12-26 11:00:00,2015,12,26,360,6,7.63495,29.977497676351,NA,NA,7.9573
"5877","CB",2015-12-26 12:00:00,2015,12,26,360,7,7.6595,29.5792310458356,NA,NA,7.9563
"5878","CB",2015-12-26 13:00:00,2015,12,26,360,8,7.19825,27.8669855845153,NA,NA,7.9765
"5879","CB",2015-12-26 14:00:00,2015,12,26,360,9,7.1197,27.5089493036767,NA,NA,7.9826
"5880","CB",2015-12-26 15:00:00,2015,12,26,360,10,6.9178,26.9820917549464,NA,NA,7.9847
"5881","CB",2015-12-26 16:00:00,2015,12,26,360,11,7.3418,28.0404879065771,NA,NA,7.9795
"5882","CB",2015-12-26 17:00:00,2015,12,26,360,12,7.53855,29.2773006251575,NA,NA,7.9636
"5883","CB",2015-12-26 18:00:00,2015,12,26,360,13,7.5207,29.4549174331458,NA,NA,7.96795
"5884","CB",2015-12-26 19:00:00,2015,12,26,360,14,7.4227,29.1492299546808,NA,NA,7.97375
"5885","CB",2015-12-26 20:00:00,2015,12,26,360,15,7.53305,29.6534467865057,NA,NA,7.9679
"5886","CB",2015-12-26 21:00:00,2015,12,26,360,16,7.6984,29.9441571307846,NA,NA,7.9658
"5887","CB",2015-12-26 22:00:00,2015,12,26,360,17,7.76815,30.1722180576136,NA,NA,7.96
"5888","CB",2015-12-26 23:00:00,2015,12,26,360,18,7.7902,30.4283316247295,NA,NA,7.9602
"5889","CB",2015-12-27 00:00:00,2015,12,26,360,19,7.778,30.4700289829575,NA,NA,7.9605
"5890","CB",2015-12-27 01:00:00,2015,12,26,360,20,7.5186,28.2898890917088,NA,NA,7.9918
"5891","CB",2015-12-27 02:00:00,2015,12,26,360,21,7.5249,28.8629212175662,NA,NA,7.9747
"5892","CB",2015-12-27 03:00:00,2015,12,26,360,22,7.28075,28.2518938975445,NA,NA,7.9869
"5893","CB",2015-12-27 04:00:00,2015,12,26,360,23,7.36555,28.1095602187706,NA,NA,7.9812
"5894","CB",2015-12-27 05:00:00,2015,12,27,361,0,7.55555,28.2754214113396,NA,NA,7.9736
"5895","CB",2015-12-27 06:00:00,2015,12,27,361,1,7.6481,29.7801319185813,NA,NA,7.9707
"5896","CB",2015-12-27 07:00:00,2015,12,27,361,2,7.62885,29.8399859471468,NA,NA,7.969
"5897","CB",2015-12-27 08:00:00,2015,12,27,361,3,7.6707,29.7738538506147,NA,NA,7.9661
"5898","CB",2015-12-27 09:00:00,2015,12,27,361,4,7.7514,30.3110366236407,NA,NA,7.9638
"5899","CB",2015-12-27 10:00:00,2015,12,27,361,5,7.73435,30.2519418196865,NA,NA,7.9633
"5900","CB",2015-12-27 11:00:00,2015,12,27,361,6,7.7753,30.3691894491761,NA,NA,7.96135
"5901","CB",2015-12-27 12:00:00,2015,12,27,361,7,7.7984,30.468101423957,NA,NA,7.95645
"5902","CB",2015-12-27 13:00:00,2015,12,27,361,8,7.7972,30.5371097857482,NA,NA,7.9603
"5903","CB",2015-12-27 14:00:00,2015,12,27,361,9,7.45205,29.1234664717926,NA,NA,7.9642
"5904","CB",2015-12-27 15:00:00,2015,12,27,361,10,7.13945,27.324960639048,NA,NA,7.98
"5905","CB",2015-12-27 16:00:00,2015,12,27,361,11,7.29155,27.6527395261426,NA,NA,7.9761
"5906","CB",2015-12-27 17:00:00,2015,12,27,361,12,7.5615,28.9871843184985,NA,NA,7.96665
"5907","CB",2015-12-27 18:00:00,2015,12,27,361,13,7.6638,29.8649427032409,NA,NA,7.9691
"5908","CB",2015-12-27 19:00:00,2015,12,27,361,14,7.57965,29.8156641190344,NA,NA,7.9666
"5909","CB",2015-12-27 20:00:00,2015,12,27,361,15,7.65935,29.7334217470539,NA,NA,7.9707
"5910","CB",2015-12-27 21:00:00,2015,12,27,361,16,7.6454,30.1486418565246,NA,NA,7.9666
"5911","CB",2015-12-27 22:00:00,2015,12,27,361,17,7.76145,30.1264279516774,NA,NA,7.9585
"5912","CB",2015-12-27 23:00:00,2015,12,27,361,18,7.7744,30.3448718656167,NA,NA,7.9573
"5913","CB",2015-12-28 00:00:00,2015,12,27,361,19,7.5736,30.3700200438437,NA,NA,7.9602
"5914","CB",2015-12-28 01:00:00,2015,12,27,361,20,7.146,28.4105267423086,NA,NA,7.9769
"5915","CB",2015-12-28 02:00:00,2015,12,27,361,21,7.064,26.8726172038035,NA,NA,7.9818
"5916","CB",2015-12-28 03:00:00,2015,12,27,361,22,7.0433,27.0597720103594,NA,NA,7.97835
"5917","CB",2015-12-28 04:00:00,2015,12,27,361,23,6.92815,26.8580177681898,NA,NA,7.9811
"5918","CB",2015-12-28 05:00:00,2015,12,28,362,0,6.8606,26.7526988839756,NA,NA,7.98205
"5919","CB",2015-12-28 06:00:00,2015,12,28,362,1,6.812,26.8314487261111,NA,NA,7.9726
"5920","CB",2015-12-28 07:00:00,2015,12,28,362,2,7.3049,27.8300536812889,NA,NA,7.96185
"5921","CB",2015-12-28 08:00:00,2015,12,28,362,3,7.3342,28.3965417771781,NA,NA,7.96655
"5922","CB",2015-12-28 09:00:00,2015,12,28,362,4,7.33425,28.5387937649324,NA,NA,7.9624
"5923","CB",2015-12-28 10:00:00,2015,12,28,362,5,7.4049,29.3451680629988,NA,NA,7.9619
"5924","CB",2015-12-28 11:00:00,2015,12,28,362,6,7.5048,29.3494325207559,NA,NA,7.9565
"5925","CB",2015-12-28 12:00:00,2015,12,28,362,7,7.3407,29.5184990787895,NA,NA,7.9592
"5926","CB",2015-12-28 13:00:00,2015,12,28,362,8,7.28115,29.4826337696748,NA,NA,7.9586
"5927","CB",2015-12-28 14:00:00,2015,12,28,362,9,6.79445,28.5132208126112,NA,NA,7.9651
"5928","CB",2015-12-28 15:00:00,2015,12,28,362,10,6.6319,27.7551340081093,NA,NA,7.9845
"5929","CB",2015-12-28 16:00:00,2015,12,28,362,11,6.539,27.8282209961091,NA,NA,7.98705
"5930","CB",2015-12-28 17:00:00,2015,12,28,362,12,6.28655,27.7444989412733,NA,NA,7.9866
"5931","CB",2015-12-28 18:00:00,2015,12,28,362,13,6.28305,27.6612329343792,NA,NA,7.98825
"5932","CB",2015-12-28 19:00:00,2015,12,28,362,14,6.34065,27.8427106215779,NA,NA,7.98835
"5933","CB",2015-12-28 20:00:00,2015,12,28,362,15,6.3501,27.8917350112165,NA,NA,7.9869
"5934","CB",2015-12-28 21:00:00,2015,12,28,362,16,6.5561,27.8560235482741,NA,NA,7.97745
"5935","CB",2015-12-28 22:00:00,2015,12,28,362,17,6.91025,28.1556079640651,NA,NA,7.97465
"5936","CB",2015-12-28 23:00:00,2015,12,28,362,18,6.9629,28.8929901003103,NA,NA,7.9739
"5937","CB",2015-12-29 00:00:00,2015,12,28,362,19,7.03255,29.2423764589641,NA,NA,7.96835
"5938","CB",2015-12-29 01:00:00,2015,12,28,362,20,6.9571,29.2644999577153,NA,NA,7.9713
"5939","CB",2015-12-29 02:00:00,2015,12,28,362,21,6.9801,29.2455430416247,NA,NA,7.9733
"5940","CB",2015-12-29 03:00:00,2015,12,28,362,22,6.31335,28.0564473070675,NA,NA,7.9904
"5941","CB",2015-12-29 04:00:00,2015,12,28,362,23,6.06905,27.8934507251321,NA,NA,7.99605
"5942","CB",2015-12-29 05:00:00,2015,12,29,363,0,5.9819,27.8349764417136,NA,NA,7.9979
"5943","CB",2015-12-29 06:00:00,2015,12,29,363,1,5.7924,27.3772773063599,NA,NA,8.0013
"5944","CB",2015-12-29 07:00:00,2015,12,29,363,2,5.7313,27.3487912270663,NA,NA,8.0027
"5945","CB",2015-12-29 08:00:00,2015,12,29,363,3,6.0828,27.4818731749839,NA,NA,7.99225
"5946","CB",2015-12-29 09:00:00,2015,12,29,363,4,6.388,28.0118412998962,NA,NA,7.9831
"5947","CB",2015-12-29 10:00:00,2015,12,29,363,5,6.4199,28.5694434780329,NA,NA,7.9824
"5948","CB",2015-12-29 11:00:00,2015,12,29,363,6,6.65585,28.6819743605853,NA,NA,7.977
"5949","CB",2015-12-29 12:00:00,2015,12,29,363,7,6.6435,29.1456997785982,NA,NA,7.9745
"5950","CB",2015-12-29 13:00:00,2015,12,29,363,8,6.3537,29.1044342699282,NA,NA,7.98025
"5951","CB",2015-12-29 14:00:00,2015,12,29,363,9,6.2401,28.6223173207121,NA,NA,7.9761
"5952","CB",2015-12-29 15:00:00,2015,12,29,363,10,5.95295,28.7684397566555,NA,NA,7.9791
"5953","CB",2015-12-29 16:00:00,2015,12,29,363,11,5.2906,28.1927167372915,NA,NA,8.0063
"5954","CB",2015-12-29 17:00:00,2015,12,29,363,12,5.0061,27.9496119399122,NA,NA,8.0183
"5955","CB",2015-12-29 18:00:00,2015,12,29,363,13,4.9428,27.8290382663557,NA,NA,8.0243
"5956","CB",2015-12-29 19:00:00,2015,12,29,363,14,4.8255,27.8137139055101,NA,NA,8.02315
"5957","CB",2015-12-29 20:00:00,2015,12,29,363,15,4.7114,27.8283934660728,NA,NA,8.02335
"5958","CB",2015-12-29 21:00:00,2015,12,29,363,16,4.61805,27.8131998149386,NA,NA,8.02215
"5959","CB",2015-12-29 22:00:00,2015,12,29,363,17,5.3018,28.2908645559342,NA,NA,8.0208
"5960","CB",2015-12-29 23:00:00,2015,12,29,363,18,5.5496,28.4817244605642,NA,NA,8.0005
"5961","CB",2015-12-30 00:00:00,2015,12,29,363,19,5.6027,28.6164459473313,NA,NA,7.9969
"5962","CB",2015-12-30 01:00:00,2015,12,29,363,20,5.6657,28.946248800915,NA,NA,7.9968
"5963","CB",2015-12-30 02:00:00,2015,12,29,363,21,5.21325,28.6065005059937,NA,NA,8.00425
"5964","CB",2015-12-30 03:00:00,2015,12,29,363,22,4.5515,28.9583249691065,NA,NA,7.99285
"5965","CB",2015-12-30 04:00:00,2015,12,29,363,23,4.8166,28.4262689274645,NA,NA,8.01635
"5966","CB",2015-12-30 05:00:00,2015,12,30,364,0,4.49745,27.8798327737289,NA,NA,8.0214
"5967","CB",2015-12-30 06:00:00,2015,12,30,364,1,4.19585,27.6434834473918,NA,NA,8.0319
"5968","CB",2015-12-30 07:00:00,2015,12,30,364,2,4.5804,27.6259562333012,NA,NA,8.0334
"5969","CB",2015-12-30 08:00:00,2015,12,30,364,3,4.62755,28.1901120704763,NA,NA,8.0229
"5970","CB",2015-12-30 09:00:00,2015,12,30,364,4,4.5599,28.2031064647076,NA,NA,8.0208
"5971","CB",2015-12-30 10:00:00,2015,12,30,364,5,4.3237,28.2032098021235,NA,NA,8.0188
"5972","CB",2015-12-30 11:00:00,2015,12,30,364,6,4.7333,28.178776768976,NA,NA,8.01745
"5973","CB",2015-12-30 12:00:00,2015,12,30,364,7,4.96355,28.516232551298,NA,NA,8.0099
"5974","CB",2015-12-30 13:00:00,2015,12,30,364,8,4.88945,28.8177612700202,NA,NA,8.0077
"5975","CB",2015-12-30 14:00:00,2015,12,30,364,9,4.8647,28.8307993795267,NA,NA,8.00805
"5976","CB",2015-12-30 15:00:00,2015,12,30,364,10,4.3698,28.7730454077083,NA,NA,8.00905
"5977","CB",2015-12-30 16:00:00,2015,12,30,364,11,4.03905,28.2728976048953,NA,NA,8.0153
"5978","CB",2015-12-30 17:00:00,2015,12,30,364,12,3.92805,27.6161399024197,NA,NA,8.03015
"5979","CB",2015-12-30 18:00:00,2015,12,30,364,13,3.9185,27.5401712076234,NA,NA,8.0323
"5980","CB",2015-12-30 19:00:00,2015,12,30,364,14,3.931,27.7144038440786,NA,NA,8.02935
"5981","CB",2015-12-30 20:00:00,2015,12,30,364,15,3.989,27.6331369182957,NA,NA,8.0312
"5982","CB",2015-12-30 21:00:00,2015,12,30,364,16,4.23975,28.0291748218098,NA,NA,8.0294
"5983","CB",2015-12-30 22:00:00,2015,12,30,364,17,4.34305,28.0630642323707,NA,NA,8.0227
"5984","CB",2015-12-30 23:00:00,2015,12,30,364,18,4.95915,28.5960849385791,NA,NA,8.0084
"5985","CB",2015-12-31 00:00:00,2015,12,30,364,19,4.81905,28.7967341062917,NA,NA,8.0154
"5986","CB",2015-12-31 01:00:00,2015,12,30,364,20,5.0023,28.8010285681172,NA,NA,8.0093
"5987","CB",2015-12-31 02:00:00,2015,12,30,364,21,4.9537,29.0266917566441,NA,NA,8.00375
"5988","CB",2015-12-31 03:00:00,2015,12,30,364,22,5.3652,29.0257585296472,NA,NA,8.0037
"5989","CB",2015-12-31 04:00:00,2015,12,30,364,23,3.66885,27.4926106402546,NA,NA,8.0278
"5990","CB",2015-12-31 05:00:00,2015,12,31,365,0,3.86965,25.9117296277807,NA,NA,8.0383
"5991","CB",2015-12-31 06:00:00,2015,12,31,365,1,4.1498,26.9007775531835,NA,NA,8.0278
"5992","CB",2015-12-31 07:00:00,2015,12,31,365,2,4.3019,27.2176967836071,NA,NA,8.02665
"5993","CB",2015-12-31 08:00:00,2015,12,31,365,3,4.9441,27.8917189965194,NA,NA,8.0225
"5994","CB",2015-12-31 09:00:00,2015,12,31,365,4,5.31265,29.2265664394755,NA,NA,8.0015
"5995","CB",2015-12-31 10:00:00,2015,12,31,365,5,4.94405,28.8851594493946,NA,NA,8.01335
"5996","CB",2015-12-31 11:00:00,2015,12,31,365,6,4.87445,28.8147398832327,NA,NA,8.0063
"5997","CB",2015-12-31 12:00:00,2015,12,31,365,7,4.92595,28.8171345282813,NA,NA,8.00305
"5998","CB",2015-12-31 13:00:00,2015,12,31,365,8,5.35835,29.2006850843476,NA,NA,7.99385
"5999","CB",2015-12-31 14:00:00,2015,12,31,365,9,5.23375,29.2661629410126,NA,NA,8.0007
"6000","CB",2015-12-31 15:00:00,2015,12,31,365,10,5.3444,29.3194036822753,NA,NA,7.99135
"6001","CB",2015-12-31 16:00:00,2015,12,31,365,11,5.32365,29.4329877843976,NA,NA,7.9937
"6002","CB",2015-12-31 17:00:00,2015,12,31,365,12,4.17615,27.226277238563,NA,NA,8.0096
"6003","CB",2015-12-31 18:00:00,2015,12,31,365,13,4.1028,26.7754213362747,NA,NA,8.0152
"6004","CB",2015-12-31 19:00:00,2015,12,31,365,14,4.403,27.0557438046097,NA,NA,8.01025
"6005","CB",2015-12-31 20:00:00,2015,12,31,365,15,4.6143,27.7750633025658,NA,NA,8.0046
"6006","CB",2015-12-31 21:00:00,2015,12,31,365,16,5.29085,28.834855651506,NA,NA,8.0051
"6007","CB",2015-12-31 22:00:00,2015,12,31,365,17,5.5832,29.3060152352407,NA,NA,7.9945
"6008","CB",2015-12-31 23:00:00,2015,12,31,365,18,5.0385,28.6281220395253,NA,NA,8.0095
"6009","CB",2016-01-01 00:00:00,2015,12,31,365,19,5.51285,28.8088985369564,NA,NA,8.0074
"6010","CB",2016-01-01 01:00:00,2015,12,31,365,20,5.59565,29.2335537275699,NA,NA,8.0042
"6011","CB",2016-01-01 02:00:00,2015,12,31,365,21,5.5279,29.3699516861751,NA,NA,7.9996
"6012","CB",2016-01-01 03:00:00,2015,12,31,365,22,5.64145,29.3877062069849,NA,NA,7.98635
"6013","CB",2016-01-01 04:00:00,2015,12,31,365,23,5.7509,29.4522007407044,NA,NA,7.9892
"6014","CB",2016-01-01 05:00:00,2016,1,1,1,0,5.79565,29.8178444679648,NA,NA,7.9848
"6015","CB",2016-01-01 06:00:00,2016,1,1,1,1,5.1912,28.2938899148881,NA,NA,7.9927
"6016","CB",2016-01-01 07:00:00,2016,1,1,1,2,5.47585,28.3061258280789,NA,NA,8.0005
"6017","CB",2016-01-01 08:00:00,2016,1,1,1,3,5.64705,29.3570961998311,NA,NA,7.9907
"6018","CB",2016-01-01 09:00:00,2016,1,1,1,4,5.69265,29.4892377593395,NA,NA,7.9884
"6019","CB",2016-01-01 10:00:00,2016,1,1,1,5,5.6546,29.5712562446884,NA,NA,7.99385
"6020","CB",2016-01-01 11:00:00,2016,1,1,1,6,5.60835,29.5811613753817,NA,NA,7.994
"6021","CB",2016-01-01 12:00:00,2016,1,1,1,7,5.79715,29.3889776596303,NA,NA,7.99035
"6022","CB",2016-01-01 13:00:00,2016,1,1,1,8,5.7906,29.4337162169482,NA,NA,7.98265
"6023","CB",2016-01-01 14:00:00,2016,1,1,1,9,5.7259,29.5931965492204,NA,NA,7.9812
"6024","CB",2016-01-01 15:00:00,2016,1,1,1,10,5.9036,29.6125986825012,NA,NA,7.9814
"6025","CB",2016-01-01 16:00:00,2016,1,1,1,11,6.20965,29.7726306227362,NA,NA,7.9733
"6026","CB",2016-01-01 17:00:00,2016,1,1,1,12,6.0905,30.1413856695603,NA,NA,7.9702
"6027","CB",2016-01-01 18:00:00,2016,1,1,1,13,6.14835,30.2949942610863,NA,NA,7.976
"6028","CB",2016-01-01 19:00:00,2016,1,1,1,14,5.97385,30.2984081377487,NA,NA,7.98085
"6029","CB",2016-01-01 20:00:00,2016,1,1,1,15,5.5226,29.7422026616723,NA,NA,7.9966
"6030","CB",2016-01-01 21:00:00,2016,1,1,1,16,5.6265,29.7362736530428,NA,NA,8.0066
"6031","CB",2016-01-01 22:00:00,2016,1,1,1,17,5.9723,29.7221682704865,NA,NA,8.0035
"6032","CB",2016-01-01 23:00:00,2016,1,1,1,18,6.0544,30.0363942138558,NA,NA,7.9963
"6033","CB",2016-01-02 00:00:00,2016,1,1,1,19,6.10645,30.1484943489567,NA,NA,7.99895
"6034","CB",2016-01-02 01:00:00,2016,1,1,1,20,5.98965,30.1292088597914,NA,NA,8.0191
"6035","CB",2016-01-02 02:00:00,2016,1,1,1,21,6.0774,30.1461384823244,NA,NA,7.9915
"6036","CB",2016-01-02 03:00:00,2016,1,1,1,22,6.23535,30.1534626052327,NA,NA,7.98365
"6037","CB",2016-01-02 04:00:00,2016,1,1,1,23,6.1381,30.1708121988181,NA,NA,7.9846
"6038","CB",2016-01-02 05:00:00,2016,1,2,2,0,6.2802,30.1810420876157,NA,NA,7.98005
"6039","CB",2016-01-02 06:00:00,2016,1,2,2,1,6.1778,30.236012536818,NA,NA,7.98785
"6040","CB",2016-01-02 07:00:00,2016,1,2,2,2,5.99815,30.284137363706,NA,NA,7.9888
"6041","CB",2016-01-02 08:00:00,2016,1,2,2,3,5.54815,29.1792901344225,NA,NA,8.0031
"6042","CB",2016-01-02 09:00:00,2016,1,2,2,4,5.60805,29.3103765440716,NA,NA,7.99415
"6043","CB",2016-01-02 10:00:00,2016,1,2,2,5,5.90735,29.3891133689824,NA,NA,7.9951
"6044","CB",2016-01-02 11:00:00,2016,1,2,2,6,5.61985,29.6310204795371,NA,NA,7.9906
"6045","CB",2016-01-02 12:00:00,2016,1,2,2,7,5.77595,29.5780766096809,NA,NA,7.994
"6046","CB",2016-01-02 13:00:00,2016,1,2,2,8,5.6359,29.6394864112619,NA,NA,7.99725
"6047","CB",2016-01-02 14:00:00,2016,1,2,2,9,5.7234,29.8325346574372,NA,NA,7.9919
"6048","CB",2016-01-02 15:00:00,2016,1,2,2,10,5.9355,29.8318372296776,NA,NA,7.98615
"6049","CB",2016-01-02 16:00:00,2016,1,2,2,11,6.39795,29.8817562477246,NA,NA,7.97915
"6050","CB",2016-01-02 17:00:00,2016,1,2,2,12,6.2083,30.1752990438797,NA,NA,7.97645
"6051","CB",2016-01-02 18:00:00,2016,1,2,2,13,6.2614,30.3768933141095,NA,NA,7.97875
"6052","CB",2016-01-02 19:00:00,2016,1,2,2,14,6.2391,30.3938224633879,NA,NA,7.984
"6053","CB",2016-01-02 20:00:00,2016,1,2,2,15,5.97505,30.4184969906539,NA,NA,7.98695
"6054","CB",2016-01-02 21:00:00,2016,1,2,2,16,5.891,30.2807246281046,NA,NA,8.00155
"6055","CB",2016-01-02 22:00:00,2016,1,2,2,17,5.9423,30.2774151533879,NA,NA,8.0046
"6056","CB",2016-01-02 23:00:00,2016,1,2,2,18,5.9498,30.2359255891322,NA,NA,8.0044
"6057","CB",2016-01-03 00:00:00,2016,1,2,2,19,5.9539,30.190565117322,NA,NA,7.9999
"6058","CB",2016-01-03 01:00:00,2016,1,2,2,20,5.92455,30.1802087766194,NA,NA,7.9997
"6059","CB",2016-01-03 02:00:00,2016,1,2,2,21,5.9667,30.204845931139,NA,NA,8.003
"6060","CB",2016-01-03 03:00:00,2016,1,2,2,22,6.04255,30.1913848296939,NA,NA,8.0096
"6061","CB",2016-01-03 04:00:00,2016,1,2,2,23,6.10855,30.2104738864464,NA,NA,8.0011
"6062","CB",2016-01-03 05:00:00,2016,1,3,3,0,6.212,30.1893240980716,NA,NA,8.00045
"6063","CB",2016-01-03 06:00:00,2016,1,3,3,1,6.3227,30.2195181208809,NA,NA,7.9964
"6064","CB",2016-01-03 07:00:00,2016,1,3,3,2,6.3168,30.2503929947745,NA,NA,7.98905
"6065","CB",2016-01-03 08:00:00,2016,1,3,3,3,6.15345,30.3454860473228,NA,NA,7.9936
"6066","CB",2016-01-03 09:00:00,2016,1,3,3,4,6.10185,30.3642245783028,NA,NA,7.99655
"6067","CB",2016-01-03 10:00:00,2016,1,3,3,5,5.88165,30.387868069883,NA,NA,7.9949
"6068","CB",2016-01-03 11:00:00,2016,1,3,3,6,5.82515,30.3600977511234,NA,NA,7.9943
"6069","CB",2016-01-03 12:00:00,2016,1,3,3,7,6.2815,30.4880912121301,NA,NA,7.9882
"6070","CB",2016-01-03 13:00:00,2016,1,3,3,8,6.07635,30.4976884559725,NA,NA,7.9891
"6071","CB",2016-01-03 14:00:00,2016,1,3,3,9,6.32455,30.4807323807366,NA,NA,7.9865
"6072","CB",2016-01-03 15:00:00,2016,1,3,3,10,6.3108,30.472610058975,NA,NA,7.9845
"6073","CB",2016-01-03 16:00:00,2016,1,3,3,11,6.49135,30.4960192229265,NA,NA,7.97925
"6074","CB",2016-01-03 17:00:00,2016,1,3,3,12,6.50475,30.4926490728876,NA,NA,7.9856
"6075","CB",2016-01-03 18:00:00,2016,1,3,3,13,6.6236,30.6667716188089,NA,NA,7.9799
"6076","CB",2016-01-03 19:00:00,2016,1,3,3,14,6.6436,30.6711622471854,NA,NA,7.9797
"6077","CB",2016-01-03 20:00:00,2016,1,3,3,15,6.54825,30.7022874238141,NA,NA,7.9805
"6078","CB",2016-01-03 21:00:00,2016,1,3,3,16,6.35195,30.688424474696,NA,NA,7.9893
"6079","CB",2016-01-03 22:00:00,2016,1,3,3,17,6.2954,30.6891809746697,NA,NA,7.9945
"6080","CB",2016-01-03 23:00:00,2016,1,3,3,18,6.2588,30.6462080358934,NA,NA,8.0145
"6081","CB",2016-01-04 00:00:00,2016,1,3,3,19,6.35495,30.6424600652836,NA,NA,8.00945
"6082","CB",2016-01-04 01:00:00,2016,1,3,3,20,6.3489,30.6309165808894,NA,NA,8.0062
"6083","CB",2016-01-04 02:00:00,2016,1,3,3,21,6.34045,30.6216493785957,NA,NA,8.0049
"6084","CB",2016-01-04 03:00:00,2016,1,3,3,22,6.4769,30.6002867301325,NA,NA,8.005
"6085","CB",2016-01-04 04:00:00,2016,1,3,3,23,6.42275,30.6474330024404,NA,NA,8.0015
"6086","CB",2016-01-04 05:00:00,2016,1,4,4,0,6.6516,30.6306007390277,NA,NA,7.9929
"6087","CB",2016-01-04 06:00:00,2016,1,4,4,1,6.7685,30.6934573196093,NA,NA,7.9782
"6088","CB",2016-01-04 07:00:00,2016,1,4,4,2,6.8242,30.7276577040089,NA,NA,7.9784
"6089","CB",2016-01-04 08:00:00,2016,1,4,4,3,6.6611,30.7520048801174,NA,NA,7.9827
"6090","CB",2016-01-04 09:00:00,2016,1,4,4,4,6.27015,30.7491460604461,NA,NA,7.98385
"6091","CB",2016-01-04 10:00:00,2016,1,4,4,5,5.91265,30.6656034597768,NA,NA,7.9885
"6092","CB",2016-01-04 11:00:00,2016,1,4,4,6,5.72275,30.1391325953858,NA,NA,8.00125
"6093","CB",2016-01-04 12:00:00,2016,1,4,4,7,5.80855,29.9719913391043,NA,NA,8.0077
"6094","CB",2016-01-04 13:00:00,2016,1,4,4,8,5.9028,30.0409893881168,NA,NA,7.9961
"6095","CB",2016-01-04 14:00:00,2016,1,4,4,9,5.6762,30.2537576748278,NA,NA,7.9969
"6096","CB",2016-01-04 15:00:00,2016,1,4,4,10,5.577,30.1759177562135,NA,NA,8.0039
"6097","CB",2016-01-04 16:00:00,2016,1,4,4,11,5.6389,30.1040581108454,NA,NA,8.0039
"6098","CB",2016-01-04 17:00:00,2016,1,4,4,12,5.61865,30.0439873259158,NA,NA,8.00425
"6099","CB",2016-01-04 18:00:00,2016,1,4,4,13,5.4319,29.8580422438059,NA,NA,8.0065
"6100","CB",2016-01-04 19:00:00,2016,1,4,4,14,5.43025,29.7078998195151,NA,NA,8.0087
"6101","CB",2016-01-04 20:00:00,2016,1,4,4,15,5.4555,29.7053066229638,NA,NA,8.0123
"6102","CB",2016-01-04 21:00:00,2016,1,4,4,16,5.40265,29.3342400054722,NA,NA,8.0194
"6103","CB",2016-01-04 22:00:00,2016,1,4,4,17,5.38895,29.031328520404,NA,NA,8.03095
"6104","CB",2016-01-04 23:00:00,2016,1,4,4,18,5.3472,28.8366383961193,NA,NA,8.03685
"6105","CB",2016-01-05 00:00:00,2016,1,4,4,19,5.18075,28.8141926192589,NA,NA,8.0366
"6106","CB",2016-01-05 01:00:00,2016,1,4,4,20,5.1251,28.8213422540099,NA,NA,8.0515
"6107","CB",2016-01-05 02:00:00,2016,1,4,4,21,5.19685,28.9291356345573,NA,NA,8.04585
"6108","CB",2016-01-05 03:00:00,2016,1,4,4,22,5.00385,28.8833549683845,NA,NA,8.04535
"6109","CB",2016-01-05 04:00:00,2016,1,4,4,23,5.7027,28.8705762677148,NA,NA,8.0386
"6110","CB",2016-01-05 05:00:00,2016,1,5,5,0,5.87765,29.4242491439047,NA,NA,8.00895
"6111","CB",2016-01-05 06:00:00,2016,1,5,5,1,5.89745,29.7690335089052,NA,NA,8.00235
"6112","CB",2016-01-05 07:00:00,2016,1,5,5,2,5.78155,30.0032792683662,NA,NA,7.9998
"6113","CB",2016-01-05 08:00:00,2016,1,5,5,3,5.75135,30.0149755940632,NA,NA,7.9986
"6114","CB",2016-01-05 09:00:00,2016,1,5,5,4,4.4231,29.8846776503237,NA,NA,8.0205
"6115","CB",2016-01-05 10:00:00,2016,1,5,5,5,4.22175,29.3766631220572,NA,NA,8.0448
"6116","CB",2016-01-05 11:00:00,2016,1,5,5,6,4.41955,28.9916323111833,NA,NA,8.04105
"6117","CB",2016-01-05 12:00:00,2016,1,5,5,7,4.4646,28.9276475506666,NA,NA,8.0365
"6118","CB",2016-01-05 13:00:00,2016,1,5,5,8,3.49645,28.959422954729,NA,NA,8.0371
"6119","CB",2016-01-05 14:00:00,2016,1,5,5,9,3.6903,28.8919803500688,NA,NA,8.0391
"6120","CB",2016-01-05 15:00:00,2016,1,5,5,10,4.0053,28.8968716958165,NA,NA,8.0378
"6121","CB",2016-01-05 16:00:00,2016,1,5,5,11,3.7548,28.956393851389,NA,NA,8.03245
"6122","CB",2016-01-05 17:00:00,2016,1,5,5,12,5.4246,28.9602108020551,NA,NA,8.0196
"6123","CB",2016-01-05 18:00:00,2016,1,5,5,13,5.36205,29.796139653337,NA,NA,7.9997
